#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2017-01-05-20-11-22
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1412262777.577325	CRYpfR3aS2Bk5KV0sc	192.168.204.148	49847	192.168.204.2	53	udp	dns	0.281950	30	46	SF	-	-	0	Dd	1	58	1	74	(empty)
1412262777.577878	ChpAap26HM0WUPyNFk	192.168.204.148	63592	192.168.204.2	53	udp	dns	0.281360	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262778.566471	CRI8F7DFuFU7Vd83a	192.168.204.148	61722	192.168.204.2	53	udp	dns	0.155766	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262778.690792	CrT2uT1FtAlMQVdL93	192.168.204.148	51424	192.168.204.2	53	udp	dns	0.387751	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262778.725719	C3QA501RCMsBcFQhV5	192.168.204.148	53191	192.168.204.2	53	udp	dns	0.217280	28	44	SF	-	-	0	Dd	1	56	1	72	(empty)
1412262778.826734	CVBqb51EDiNgZXC0e6	192.168.204.148	57800	192.168.204.2	53	udp	dns	0.184596	28	44	SF	-	-	0	Dd	1	56	1	72	(empty)
1412262779.014025	CbfHKckx7tSrlMPla	192.168.204.148	51690	192.168.204.2	53	udp	dns	0.366002	29	45	SF	-	-	0	Dd	1	57	1	73	(empty)
1412262779.080643	C73VebIXuWwTmgVua	192.168.204.148	62312	192.168.204.2	53	udp	dns	0.299385	29	45	SF	-	-	0	Dd	1	57	1	73	(empty)
1412262779.102430	CDSqO31ILFCGfwhLn6	192.168.204.148	64811	192.168.204.2	53	udp	dns	0.277593	30	46	SF	-	-	0	Dd	1	58	1	74	(empty)
1412262779.154524	C3s28C1bO0vOXUHQg3	192.168.204.148	50908	192.168.204.2	53	udp	dns	0.225597	29	45	SF	-	-	0	Dd	1	57	1	73	(empty)
1412262779.718733	Cm3F9Y3oGlLXso4jIe	192.168.204.148	64037	192.168.204.2	53	udp	dns	0.433360	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262779.805522	CQiZ5o3yq1UXYdrwwl	192.168.204.148	57447	192.168.204.2	53	udp	dns	0.269244	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262779.937687	CIhgog4qHA1WQsFsld	192.168.204.148	49664	192.168.204.2	53	udp	dns	0.214389	25	41	SF	-	-	0	Dd	1	53	1	69	(empty)
1412262779.938162	Cg3yFv2RYbn1GSqNdl	192.168.204.148	59235	192.168.204.2	53	udp	dns	0.377940	29	45	SF	-	-	0	Dd	1	57	1	73	(empty)
1412262779.938659	C8PVoc4XCqxuB0jBXc	192.168.204.148	59171	192.168.204.2	53	udp	dns	0.213432	29	45	SF	-	-	0	Dd	1	57	1	73	(empty)
1412262780.715069	CCCurs2qAIJ4Qj0hkl	192.168.204.148	57517	192.168.204.2	53	udp	dns	0.203798	30	46	SF	-	-	0	Dd	1	58	1	74	(empty)
1412262780.872732	C68QGh4mVsuzoAy2cd	192.168.204.148	56686	192.168.204.2	53	udp	dns	0.327900	24	40	SF	-	-	0	Dd	1	52	1	68	(empty)
1412262780.872848	Cm6VHy2ekOPjFxO5dh	192.168.204.148	65278	192.168.204.2	53	udp	dns	0.327783	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262780.922452	CMy3BZ38sWWsAliyze	192.168.204.148	63835	192.168.204.2	53	udp	dns	0.278163	24	40	SF	-	-	0	Dd	1	52	1	68	(empty)
1412262780.923829	CXNYSD2uZQPduBotzj	192.168.204.148	62048	192.168.204.2	53	udp	dns	0.276798	24	40	SF	-	-	0	Dd	1	52	1	68	(empty)
1412262781.026409	C7vmhq4quartp79sif	192.168.204.148	59390	192.168.204.2	53	udp	dns	0.311366	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262781.205098	CTfncT2TC3J0Axlstk	192.168.204.148	53514	192.168.204.2	53	udp	dns	0.278631	28	44	SF	-	-	0	Dd	1	56	1	72	(empty)
1412262781.487523	CpMuhF47f5xNQp6xgg	192.168.204.148	61435	192.168.204.2	53	udp	dns	0.686011	28	44	SF	-	-	0	Dd	1	56	1	72	(empty)
1412262781.757048	ClH2RM3OQxNsrqWTbf	192.168.204.148	55127	192.168.204.2	53	udp	dns	0.193785	29	45	SF	-	-	0	Dd	1	57	1	73	(empty)
1412262781.757058	Cr8GCY2qNS3Njd6CXh	192.168.204.148	57267	192.168.204.2	53	udp	dns	0.193777	26	42	SF	-	-	0	Dd	1	54	1	70	(empty)
1412262781.940653	CNptOz3WMaB0yTM44b	192.168.204.148	62778	192.168.204.2	53	udp	dns	0.166885	30	46	SF	-	-	0	Dd	1	58	1	74	(empty)
1412262781.940660	CbXOnG2w8XxUJmirkj	192.168.204.148	60915	192.168.204.2	53	udp	dns	0.449129	27	43	SF	-	-	0	Dd	1	55	1	71	(empty)
1412262782.015964	COtWmS51223yrPOi9	192.168.204.148	52028	192.168.204.2	53	udp	dns	0.373823	28	44	SF	-	-	0	Dd	1	56	1	72	(empty)
1412262782.036491	CIlhij2HT2K7Dvqra1	192.168.204.148	61994	192.168.204.2	53	udp	dns	0.353299	26	42	SF	-	-	0	Dd	1	54	1	70	(empty)
1412262782.138455	COoUl724vEOVBnuE	192.168.204.148	64745	192.168.204.2	53	udp	dns	-	-	-	S0	-	-	0	D	1	57	0	0	(empty)
1412262782.394341	CuV9aBY2icHTqv4v8	192.168.204.148	51477	192.168.204.2	53	udp	dns	-	-	-	S0	-	-	0	D	1	54	0	0	(empty)
1412262777.861175	CHXyJf3I6RoqmFhJEg	192.168.204.148	49885	103.21.58.244	80	tcp	http	4.172516	744	20872	S3	-	-	0	ShADadf	12	1236	19	21636	(empty)
1412262779.381503	CD6jjz1J7flyQc7lT1	192.168.204.148	49896	70.34.33.191	80	tcp	http	1.552377	746	19384	S1	-	-	0	ShADad	11	1198	18	21475	(empty)
1412262779.381841	Crx6pR1sRRnHBVUFoh	192.168.204.148	49898	91.142.245.67	80	tcp	http	0.646806	754	404	S1	-	-	0	ShADad	4	926	3	528	(empty)
1412262780.153512	C8Is0j3TnZ9vJ8FSZg	192.168.204.148	49901	213.198.78.226	80	tcp	http	0.458614	786	534	SF	-	-	0	ShADafF	5	998	4	698	(empty)
1412262779.080989	Cp87eU1QqBnZfmtcK3	192.168.204.148	49894	65.107.59.68	80	tcp	http	0.722068	772	11657	SF	-	-	0	ShADadfF	8	1104	12	12141	(empty)
1412262779.381458	CLk2yX9e1S8ncGwa6	192.168.204.148	49895	69.94.125.52	80	tcp	http	1.328939	783	17184	S1	-	-	0	ShADad	11	1235	15	17788	(empty)
1412262781.202771	CBDQHx3189HiHbResg	192.168.204.148	49907	206.47.93.124	80	tcp	http	0.831633	745	701	S1	-	-	0	ShADad	4	917	3	825	(empty)
1412262781.203319	CPIaib31Jp1BTYKW5j	192.168.204.148	49908	5.9.60.213	80	tcp	http	0.931554	740	29826	SF	-	-	0	ShADadfF	14	1312	25	30830	(empty)
1412262767.980818	C4re4713oMO1QpLkF6	192.168.204.148	49879	66.172.27.117	80	tcp	http	2.803198	602	40202	S1	-	-	0	ShADad	16	1254	32	41486	(empty)
1412262779.381797	CxKNY4Tf5y2jUSHha	192.168.204.148	49897	207.178.244.196	80	tcp	http	1.537159	762	15626	S1	-	-	0	ShADad	9	1134	15	17597	(empty)
1412262780.153523	Cc21MW3hZHFxgYob6e	192.168.204.148	49902	67.43.0.183	80	tcp	http	0.780317	792	630	S1	-	-	0	ShADad	4	964	3	754	(empty)
1412262780.612132	C2s4Se4LsO5GCb1HIc	192.168.204.148	49904	213.198.78.226	80	tcp	http	0.411235	786	534	SF	-	-	0	ShADadfF	5	998	5	738	(empty)
1412262781.202725	Crw3ZV2sA78SiV1Zbi	192.168.204.148	49906	195.230.181.117	80	tcp	http	0.650116	729	516	S1	-	-	0	ShADad	4	901	3	640	(empty)
1412262777.860452	CDqQin20KrzZxWuyMk	192.168.204.148	49883	84.95.248.125	80	tcp	http	3.139763	1482	838	S3	-	-	0	ShADadf	6	1734	6	1082	(empty)
1412262778.943724	CVjPeF1mneH4stiNa2	192.168.204.148	49892	67.220.209.116	80	tcp	http	1.085428	781	325	S1	-	-	0	ShADad	4	953	3	449	(empty)
1412262781.338720	C7xudC4LNdtis0JG8c	192.168.204.148	49910	23.235.228.162	80	tcp	http	0.695682	748	252	S1	-	-	0	ShADad	4	920	3	376	(empty)
1412262777.861411	CVcsDr3FRO0be3eFOh	192.168.204.148	49887	74.81.186.49	80	tcp	http	4.529820	744	13622	SF	-	-	0	ShADadfF	9	1116	14	14186	(empty)
1412262781.485593	C79ZAU25xv1Q0p7Ajk	192.168.204.148	49911	78.189.184.192	80	tcp	http	0.548353	737	722	SF	-	-	0	ShADadFf	5	949	5	926	(empty)
1412262776.823733	Cwgv0gA00BZcj7eD9	192.168.204.148	49881	66.172.27.117	80	tcp	http	2.796818	446	77336	S1	-	-	0	ShADad	29	1618	60	81107	(empty)
1412262778.135733	C5rCdm4VfguW35OUM1	192.168.204.148	49890	219.94.129.195	80	tcp	http	1.484927	1540	836	S1	-	-	0	ShADad	5	1752	5	1040	(empty)
1412262781.952505	CkCKIq192VE1J8gBh5	192.168.204.148	49913	64.14.74.41	80	tcp	http	0.437654	767	0	S1	-	-	0	ShADa	3	899	2	84	(empty)
1412262756.051019	CqetZTIoKcSi9MNR9	192.168.204.148	49866	151.1.158.86	80	tcp	http	26.370157	4364	82573	SF	-	-	0	ShADadfF	43	6096	77	85657	(empty)
1412262772.216936	CGhn132DVbEgAdeor2	192.168.204.148	49880	66.172.27.117	80	tcp	http	10.272515	288	83672	S1	-	-	0	ShADad	37	1780	70	91944	(empty)
1412262777.723731	CNTtl94sdZAJKodVGc	192.168.204.148	49882	94.229.164.169	80	tcp	http	1.063282	1596	726	S1	-	-	0	ShADad	5	1808	5	930	(empty)
1412262777.861181	CRIsDO3puFFQk48zXe	192.168.204.148	49886	212.103.94.10	80	tcp	http	0.685071	748	546	SF	-	-	0	ShADadfF	5	960	5	750	(empty)
1412262777.861695	Crs1dz2lbdB8MHHvWl	192.168.204.148	49889	186.202.126.213	80	tcp	http	1.062823	739	1254	S1	-	-	0	ShADad	4	911	3	1378	(empty)
1412262780.153071	C0K3aU3vgdy9qWlqke	192.168.204.148	49900	70.32.76.86	80	tcp	http	1.047768	730	34289	S1	-	-	0	ShADad	16	1382	29	35453	(empty)
1412262780.075267	C2CKzq2FicBLQygY5h	192.168.204.148	49899	202.67.10.155	80	tcp	http	1.937999	732	29115	SF	-	-	0	ShADadfF	18	1464	29	30279	(empty)
1412262780.923332	CQWahr3mIVyBEqaibb	192.168.204.148	49905	87.98.234.130	80	tcp	http	0.561335	771	207	SF	-	-	0	ShADafF	5	983	4	371	(empty)
1412262782.108938	CY1TgAY6WO2Br0Ro8	192.168.204.148	49914	5.135.76.168	80	tcp	http	0.281987	763	0	S1	-	-	0	ShADa	3	895	2	84	(empty)
1412262780.317091	CSj11l3jbvcS6Vu27l	192.168.204.148	49903	74.86.82.253	80	tcp	http	0.702124	778	636	S1	-	-	0	ShADad	4	950	3	760	(empty)
1412262777.860828	CHelS64sD7uo1jjK3e	192.168.204.148	49884	181.224.152.217	80	tcp	http	0.961202	1560	914	S1	-	-	0	ShADad	5	1772	5	1118	(empty)
1412262781.952280	CpKcfs4vgOySYOrkV7	192.168.204.148	49912	212.97.33.117	80	tcp	http	0.221813	754	0	S1	-	-	0	ShADa	3	886	2	84	(empty)
1412262781.203425	CTUfEJ3BKgNIGDE3lc	192.168.204.148	49909	64.207.144.34	80	tcp	http	0.550736	753	576	SF	-	-	0	ShADadfF	5	965	5	780	(empty)
1412262777.861533	CzH1Z34tKZk9XNLIAd	192.168.204.148	49888	91.204.149.25	80	tcp	http	1.238848	794	13361	SF	-	-	0	ShADadfF	10	1206	13	13885	(empty)
1412262778.726141	CtVsfB1wGGkSWsuCx3	192.168.204.148	49891	5.135.250.122	80	tcp	http	0.426527	732	409	SF	-	-	0	ShADadfF	5	944	5	613	(empty)
1412262779.014336	CbxGtX1EO5TrBw6Im2	192.168.204.148	49893	207.58.182.49	80	tcp	http	1.014314	1514	834	S1	-	-	0	ShADad	5	1726	5	1038	(empty)
1412262767.371739	Cg2JuevQJ0cm8q5P6	192.168.204.249	123	50.116.38.157	123	udp	-	0.277905	48	48	SF	-	-	0	Dd	1	76	1	76	(empty)
1412262771.371702	CgzwMK1PBrpTRxndO3	192.168.204.249	123	155.101.3.113	123	udp	-	0.284197	48	48	SF	-	-	0	Dd	1	76	1	76	(empty)
1412262781.727925	C55zPc3ZHdE1loHJWi	192.168.204.160	123	66.187.233.4	123	udp	-	0.285339	48	48	SF	-	-	0	Dd	1	76	1	76	(empty)
1412262776.969749	C8UMFN1moBnuhSxzx1	192.168.204.143	123	50.7.0.66	123	udp	-	0.276992	48	48	SF	-	-	0	Dd	1	76	1	76	(empty)
#close	2017-01-05-20-11-22
